"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","HUR","TOT","PC_LF","M","2020-06",6.1,
"DNK","HUR","TOT","PC_LF","M","2020-07",6.5,
"DNK","HUR","TOT","PC_LF","M","2020-08",6.3,
"DNK","HUR","TOT","PC_LF","M","2020-09",6.1,
"DNK","HUR","TOT","PC_LF","M","2020-10",5.9,
"DNK","HUR","TOT","PC_LF","M","2020-11",5.9,
"DNK","HUR","TOT","PC_LF","M","2020-12",6,
"DNK","HUR","TOT","PC_LF","M","2021-01",6,
"DNK","HUR","TOT","PC_LF","M","2021-02",6,
"DNK","HUR","TOT","PC_LF","M","2021-03",5.7,
"DNK","HUR","TOT","PC_LF","M","2021-04",5.4,
"DNK","HUR","TOT","PC_LF","M","2021-05",5.1,
"DNK","HUR","TOT","PC_LF","M","2021-06",4.8,
"DNK","HUR","TOT","PC_LF","M","2021-07",4.7,
"DNK","HUR","TOT","PC_LF","M","2021-08",4.8,
"DNK","HUR","TOT","PC_LF","M","2021-09",5.1,
"DNK","HUR","TOT","PC_LF","M","2021-10",5.1,
"FIN","HUR","TOT","PC_LF","M","2020-01",6.9,
"FIN","HUR","TOT","PC_LF","M","2020-02",6.6,
"FIN","HUR","TOT","PC_LF","M","2020-03",6.7,
"FIN","HUR","TOT","PC_LF","M","2020-04",7.1,
"FIN","HUR","TOT","PC_LF","M","2020-05",8.6,
"FIN","HUR","TOT","PC_LF","M","2020-06",7.6,
"FIN","HUR","TOT","PC_LF","M","2020-07",8.3,
"FIN","HUR","TOT","PC_LF","M","2020-08",8.8,
"FIN","HUR","TOT","PC_LF","M","2020-09",8.2,
"FIN","HUR","TOT","PC_LF","M","2020-10",8.3,
"FIN","HUR","TOT","PC_LF","M","2020-11",7.9,
"FIN","HUR","TOT","PC_LF","M","2020-12",8.2,
"FIN","HUR","TOT","PC_LF","M","2021-01",8.4,
"FIN","HUR","TOT","PC_LF","M","2021-02",8,
"FIN","HUR","TOT","PC_LF","M","2021-03",7.5,
"FIN","HUR","TOT","PC_LF","M","2021-04",8.5,
"FIN","HUR","TOT","PC_LF","M","2021-05",8.2,
"FIN","HUR","TOT","PC_LF","M","2021-06",7.7,
"FIN","HUR","TOT","PC_LF","M","2021-07",7.7,
"FIN","HUR","TOT","PC_LF","M","2021-08",7.2,
"FIN","HUR","TOT","PC_LF","M","2021-09",7.7,
"FIN","HUR","TOT","PC_LF","M","2021-10",6.7,
"FRA","HUR","TOT","PC_LF","M","2020-01",8.1,
"FRA","HUR","TOT","PC_LF","M","2020-02",7.7,
"FRA","HUR","TOT","PC_LF","M","2020-03",7.5,
"FRA","HUR","TOT","PC_LF","M","2020-04",7.5,
"FRA","HUR","TOT","PC_LF","M","2020-05",7.1,
"FRA","HUR","TOT","PC_LF","M","2020-06",7.5,
"FRA","HUR","TOT","PC_LF","M","2020-07",8.7,
"FRA","HUR","TOT","PC_LF","M","2020-08",9,
"FRA","HUR","TOT","PC_LF","M","2020-09",9,
"FRA","HUR","TOT","PC_LF","M","2020-10",8.3,
"FRA","HUR","TOT","PC_LF","M","2020-11",8,
"FRA","HUR","TOT","PC_LF","M","2020-12",7.8,
"FRA","HUR","TOT","PC_LF","M","2021-01",7.9,
"FRA","HUR","TOT","PC_LF","M","2021-02",8.1,
"FRA","HUR","TOT","PC_LF","M","2021-03",8.1,
"FRA","HUR","TOT","PC_LF","M","2021-04",8.3,
"FRA","HUR","TOT","PC_LF","M","2021-05",8.3,
"FRA","HUR","TOT","PC_LF","M","2021-06",8.1,
"FRA","HUR","TOT","PC_LF","M","2021-07",8,
"FRA","HUR","TOT","PC_LF","M","2021-08",7.9,
"FRA","HUR","TOT","PC_LF","M","2021-09",7.7,
"FRA","HUR","TOT","PC_LF","M","2021-10",7.6,
"DEU","HUR","TOT","PC_LF","M","2020-01",3.4,
"DEU","HUR","TOT","PC_LF","M","2020-02",3.5,
"DEU","HUR","TOT","PC_LF","M","2020-03",3.6,
"DEU","HUR","TOT","PC_LF","M","2020-04",3.7,
"DEU","HUR","TOT","PC_LF","M","2020-05",3.8,
"DEU","HUR","TOT","PC_LF","M","2020-06",3.9,
"DEU","HUR","TOT","PC_LF","M","2020-07",4,
"DEU","HUR","TOT","PC_LF","M","2020-08",4.1,
"DEU","HUR","TOT","PC_LF","M","2020-09",4.1,
"DEU","HUR","TOT","PC_LF","M","2020-10",4.1,
"DEU","HUR","TOT","PC_LF","M","2020-11",4.1,
"DEU","HUR","TOT","PC_LF","M","2020-12",4,"B"
"DEU","HUR","TOT","PC_LF","M","2021-01",3.9,
"DEU","HUR","TOT","PC_LF","M","2021-02",3.9,"P"
"DEU","HUR","TOT","PC_LF","M","2021-03",3.8,"P"
"DEU","HUR","TOT","PC_LF","M","2021-04",3.7,"P"
"DEU","HUR","TOT","PC_LF","M","2021-05",3.6,"P"
"DEU","HUR","TOT","PC_LF","M","2021-06",3.5,"P"
"DEU","HUR","TOT","PC_LF","M","2021-07",3.4,"P"
"DEU","HUR","TOT","PC_LF","M","2021-08",3.4,"P"
"DEU","HUR","TOT","PC_LF","M","2021-09",3.3,"P"
"DEU","HUR","TOT","PC_LF","M","2021-10",3.3,"P"
"GRC","HUR","TOT","PC_LF","M","2020-01",16.6,
"GRC","HUR","TOT","PC_LF","M","2020-02",15.7,
"GRC","HUR","TOT","PC_LF","M","2020-03",15.8,
"GRC","HUR","TOT","PC_LF","M","2020-04",16.1,
"GRC","HUR","TOT","PC_LF","M","2020-05",16.8,
"GRC","HUR","TOT","PC_LF","M","2020-06",17.7,
"GRC","HUR","TOT","PC_LF","M","2020-07",16.7,
"GRC","HUR","TOT","PC_LF","M","2020-08",17,
"GRC","HUR","TOT","PC_LF","M","2020-09",16.5,
"GRC","HUR","TOT","PC_LF","M","2020-10",16.4,
"GRC","HUR","TOT","PC_LF","M","2020-11",16.2,
"GRC","HUR","TOT","PC_LF","M","2020-12",15.6,"B"
"GRC","HUR","TOT","PC_LF","M","2021-01",16.4,
"GRC","HUR","TOT","PC_LF","M","2021-02",16.3,
"GRC","HUR","TOT","PC_LF","M","2021-03",16.5,
"GRC","HUR","TOT","PC_LF","M","2021-04",17.3,
"GRC","HUR","TOT","PC_LF","M","2021-05",15.9,
"GRC","HUR","TOT","PC_LF","M","2021-06",15,
"GRC","HUR","TOT","PC_LF","M","2021-07",14.1,
"GRC","HUR","TOT","PC_LF","M","2021-08",13.8,
"GRC","HUR","TOT","PC_LF","M","2021-09",13.1,
"GRC","HUR","TOT","PC_LF","M","2021-10",12.9,
"HUN","HUR","TOT","PC_LF","M","2020-01",3.6,
"HUN","HUR","TOT","PC_LF","M","2020-02",3.5,
"HUN","HUR","TOT","PC_LF","M","2020-03",3.4,
"HUN","HUR","TOT","PC_LF","M","2020-04",3.6,
"HUN","HUR","TOT","PC_LF","M","2020-05",4.9,
"HUN","HUR","TOT","PC_LF","M","2020-06",4.9,
"HUN","HUR","TOT","PC_LF","M","2020-07",4.3,
"HUN","HUR","TOT","PC_LF","M","2020-08",4.2,
"HUN","HUR","TOT","PC_LF","M","2020-09",4.3,
"HUN","HUR","TOT","PC_LF","M","2020-10",4,
"HUN","HUR","TOT","PC_LF","M","2020-11",4.3,
"HUN","HUR","TOT","PC_LF","M","2020-12",4.2,
"HUN","HUR","TOT","PC_LF","M","2021-01",4.5,
"HUN","HUR","TOT","PC_LF","M","2021-02",4.5,
"HUN","HUR","TOT","PC_LF","M","2021-03",4,
"HUN","HUR","TOT","PC_LF","M","2021-04",4.1,
"HUN","HUR","TOT","PC_LF","M","2021-05",4.2,
"HUN","HUR","TOT","PC_LF","M","2021-06",4.1,
"HUN","HUR","TOT","PC_LF","M","2021-07",4.1,
"HUN","HUR","TOT","PC_LF","M","2021-08",4.1,
"HUN","HUR","TOT","PC_LF","M","2021-09",3.6,
"HUN","HUR","TOT","PC_LF","M","2021-10",3.9,
"ISL","HUR","TOT","PC_LF","M","2020-01",4.8,
"ISL","HUR","TOT","PC_LF","M","2020-02",5,
"ISL","HUR","TOT","PC_LF","M","2020-03",5.3,
"ISL","HUR","TOT","PC_LF","M","2020-04",5.6,
"ISL","HUR","TOT","PC_LF","M","2020-05",5.9,
"ISL","HUR","TOT","PC_LF","M","2020-06",6.1,
"ISL","HUR","TOT","PC_LF","M","2020-07",6.2,
"ISL","HUR","TOT","PC_LF","M","2020-08",6.4,
"ISL","HUR","TOT","PC_LF","M","2020-09",6.6,
"ISL","HUR","TOT","PC_LF","M","2020-10",6.7,
"ISL","HUR","TOT","PC_LF","M","2020-11",6.9,
"ISL","HUR","TOT","PC_LF","M","2020-12",6.9,
"ISL","HUR","TOT","PC_LF","M","2021-01",6.8,
"ISL","HUR","TOT","PC_LF","M","2021-02",6.8,
"ISL","HUR","TOT","PC_LF","M","2021-03",6.7,
"ISL","HUR","TOT","PC_LF","M","2021-04",6.5,
"ISL","HUR","TOT","PC_LF","M","2021-05",6.2,
"ISL","HUR","TOT","PC_LF","M","2021-06",5.9,
"ISL","HUR","TOT","PC_LF","M","2021-07",5.7,
"ISL","HUR","TOT","PC_LF","M","2021-08",5.5,
"ISL","HUR","TOT","PC_LF","M","2021-09",5.4,
"ISL","HUR","TOT","PC_LF","M","2021-10",5.3,
"IRL","HUR","TOT","PC_LF","M","2020-01",4.9,
"IRL","HUR","TOT","PC_LF","M","2020-02",4.9,
"IRL","HUR","TOT","PC_LF","M","2020-03",5,
"IRL","HUR","TOT","PC_LF","M","2020-04",4.8,
"IRL","HUR","TOT","PC_LF","M","2020-05",5,
"IRL","HUR","TOT","PC_LF","M","2020-06",5.6,
"IRL","HUR","TOT","PC_LF","M","2020-07",6.7,
"IRL","HUR","TOT","PC_LF","M","2020-08",7.1,
"IRL","HUR","TOT","PC_LF","M","2020-09",7.2,
"IRL","HUR","TOT","PC_LF","M","2020-10",6.3,
"IRL","HUR","TOT","PC_LF","M","2020-11",6.2,
"IRL","HUR","TOT","PC_LF","M","2020-12",6.2,
"IRL","HUR","TOT","PC_LF","M","2021-01",7,
"IRL","HUR","TOT","PC_LF","M","2021-02",7.6,
"IRL","HUR","TOT","PC_LF","M","2021-03",7.9,
"IRL","HUR","TOT","PC_LF","M","2021-04",7.6,
"IRL","HUR","TOT","PC_LF","M","2021-05",6.9,
"IRL","HUR","TOT","PC_LF","M","2021-06",6.3,
"IRL","HUR","TOT","PC_LF","M","2021-07",5.7,
"IRL","HUR","TOT","PC_LF","M","2021-08",5.4,
"IRL","HUR","TOT","PC_LF","M","2021-09",5.2,
"IRL","HUR","TOT","PC_LF","M","2021-10",5.2,
"ITA","HUR","TOT","PC_LF","M","2020-01",9.7,"P"
"ITA","HUR","TOT","PC_LF","M","2020-02",9.7,"P"
"ITA","HUR","TOT","PC_LF","M","2020-03",7.3,"P"
"ITA","HUR","TOT","PC_LF","M","2020-04",7.4,"P"
"ITA","HUR","TOT","PC_LF","M","2020-05",8.5,"P"
"ITA","HUR","TOT","PC_LF","M","2020-06",9.5,"P"
"ITA","HUR","TOT","PC_LF","M","2020-07",10.1,"P"
"ITA","HUR","TOT","PC_LF","M","2020-08",10,"P"
"ITA","HUR","TOT","PC_LF","M","2020-09",10.1,"P"
"ITA","HUR","TOT","PC_LF","M","2020-10",10,"P"
"ITA","HUR","TOT","PC_LF","M","2020-11",9.6,"P"
"ITA","HUR","TOT","PC_LF","M","2020-12",9.8,"P"
"ITA","HUR","TOT","PC_LF","M","2021-01",10.2,"P"
"ITA","HUR","TOT","PC_LF","M","2021-02",10.1,"P"
"ITA","HUR","TOT","PC_LF","M","2021-03",10,"P"
"ITA","HUR","TOT","PC_LF","M","2021-04",10.1,"P"
"ITA","HUR","TOT","PC_LF","M","2021-05",9.9,"P"
"ITA","HUR","TOT","PC_LF","M","2021-06",9.4,"P"
"ITA","HUR","TOT","PC_LF","M","2021-07",9.2,"P"
"ITA","HUR","TOT","PC_LF","M","2021-08",9.3,"P"
"ITA","HUR","TOT","PC_LF","M","2021-09",9.2,"P"
"ITA","HUR","TOT","PC_LF","M","2021-10",9.4,"P"
"JPN","HUR","TOT","PC_LF","M","2020-01",2.4,
"JPN","HUR","TOT","PC_LF","M","2020-02",2.4,
"JPN","HUR","TOT","PC_LF","M","2020-03",2.5,
"JPN","HUR","TOT","PC_LF","M","2020-04",2.6,
"JPN","HUR","TOT","PC_LF","M","2020-05",2.8,
"JPN","HUR","TOT","PC_LF","M","2020-06",2.8,
"JPN","HUR","TOT","PC_LF","M","2020-07",2.9,
"JPN","HUR","TOT","PC_LF","M","2020-08",3,
"JPN","HUR","TOT","PC_LF","M","2020-09",3,
"JPN","HUR","TOT","PC_LF","M","2020-10",3.1,
"JPN","HUR","TOT","PC_LF","M","2020-11",3,
"JPN","HUR","TOT","PC_LF","M","2020-12",3,
"JPN","HUR","TOT","PC_LF","M","2021-01",2.9,
"JPN","HUR","TOT","PC_LF","M","2021-02",2.9,
"JPN","HUR","TOT","PC_LF","M","2021-03",2.6,
"JPN","HUR","TOT","PC_LF","M","2021-04",2.8,
"JPN","HUR","TOT","PC_LF","M","2021-05",3,
"JPN","HUR","TOT","PC_LF","M","2021-06",2.9,
"JPN","HUR","TOT","PC_LF","M","2021-07",2.8,
"JPN","HUR","TOT","PC_LF","M","2021-08",2.8,
"JPN","HUR","TOT","PC_LF","M","2021-09",2.8,
"JPN","HUR","TOT","PC_LF","M","2021-10",2.7,
"KOR","HUR","TOT","PC_LF","M","2020-01",3.9,
"KOR","HUR","TOT","PC_LF","M","2020-02",3.4,
"KOR","HUR","TOT","PC_LF","M","2020-03",3.8,
"KOR","HUR","TOT","PC_LF","M","2020-04",3.8,
"KOR","HUR","TOT","PC_LF","M","2020-05",4.3,
"KOR","HUR","TOT","PC_LF","M","2020-06",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-07",4.1,
"KOR","HUR","TOT","PC_LF","M","2020-08",3.3,
"KOR","HUR","TOT","PC_LF","M","2020-09",4,
"KOR","HUR","TOT","PC_LF","M","2020-10",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-11",4.2,
"KOR","HUR","TOT","PC_LF","M","2020-12",4.5,
"KOR","HUR","TOT","PC_LF","M","2021-01",5.4,
"KOR","HUR","TOT","PC_LF","M","2021-02",4,
"KOR","HUR","TOT","PC_LF","M","2021-03",3.9,
"KOR","HUR","TOT","PC_LF","M","2021-04",3.7,
"KOR","HUR","TOT","PC_LF","M","2021-05",3.8,
"KOR","HUR","TOT","PC_LF","M","2021-06",3.7,
"KOR","HUR","TOT","PC_LF","M","2021-07",3.3,
"KOR","HUR","TOT","PC_LF","M","2021-08",2.8,
"KOR","HUR","TOT","PC_LF","M","2021-09",3,
"KOR","HUR","TOT","PC_LF","M","2021-10",3.2,
"KOR","HUR","TOT","PC_LF","M","2021-11",3.1,
"LUX","HUR","TOT","PC_LF","M","2020-01",5.7,
"LUX","HUR","TOT","PC_LF","M","2020-02",5.7,
"LUX","HUR","TOT","PC_LF","M","2020-03",6.5,
"LUX","HUR","TOT","PC_LF","M","2020-04",7.4,
"LUX","HUR","TOT","PC_LF","M","2020-05",7.7,
"LUX","HUR","TOT","PC_LF","M","2020-06",7.6,
"LUX","HUR","TOT","PC_LF","M","2020-07",7.1,
"LUX","HUR","TOT","PC_LF","M","2020-08",6.7,
"LUX","HUR","TOT","PC_LF","M","2020-09",6.5,
"LUX","HUR","TOT","PC_LF","M","2020-10",6.2,
"LUX","HUR","TOT","PC_LF","M","2020-11",6.2,
"LUX","HUR","TOT","PC_LF","M","2020-12",6.4,"B"
"LUX","HUR","TOT","PC_LF","M","2021-01",6.3,
"LUX","HUR","TOT","PC_LF","M","2021-02",6.2,
"LUX","HUR","TOT","PC_LF","M","2021-03",6.2,
"LUX","HUR","TOT","PC_LF","M","2021-04",6.1,
"LUX","HUR","TOT","PC_LF","M","2021-05",5.9,
"LUX","HUR","TOT","PC_LF","M","2021-06",5.7,
"LUX","HUR","TOT","PC_LF","M","2021-07",5.5,
"LUX","HUR","TOT","PC_LF","M","2021-08",5.4,
"LUX","HUR","TOT","PC_LF","M","2021-09",5.3,
"LUX","HUR","TOT","PC_LF","M","2021-10",5.1,
"MEX","HUR","TOT","PC_LF","M","2020-01",3.594449,
"MEX","HUR","TOT","PC_LF","M","2020-02",3.551699,
"MEX","HUR","TOT","PC_LF","M","2020-03",3.215592,"B"
"MEX","HUR","TOT","PC_LF","M","2020-04",4.820841,
"MEX","HUR","TOT","PC_LF","M","2020-05",4.304964,
"MEX","HUR","TOT","PC_LF","M","2020-06",5.532052,"B"
"MEX","HUR","TOT","PC_LF","M","2020-07",5.126072,
"MEX","HUR","TOT","PC_LF","M","2020-08",4.948359,
"MEX","HUR","TOT","PC_LF","M","2020-09",4.791512,
"MEX","HUR","TOT","PC_LF","M","2020-10",4.630301,
"MEX","HUR","TOT","PC_LF","M","2020-11",4.494499,
"MEX","HUR","TOT","PC_LF","M","2020-12",4.237476,
"MEX","HUR","TOT","PC_LF","M","2021-01",4.479206,
"MEX","HUR","TOT","PC_LF","M","2021-02",4.410072,
"MEX","HUR","TOT","PC_LF","M","2021-03",4.309412,
"MEX","HUR","TOT","PC_LF","M","2021-04",4.836729,
"MEX","HUR","TOT","PC_LF","M","2021-05",4.146072,
"MEX","HUR","TOT","PC_LF","M","2021-06",4.049173,
"MEX","HUR","TOT","PC_LF","M","2021-07",4.213379,
"MEX","HUR","TOT","PC_LF","M","2021-08",4.061988,
"MEX","HUR","TOT","PC_LF","M","2021-09",3.916452,
"MEX","HUR","TOT","PC_LF","M","2021-10",3.891146,
"NLD","HUR","TOT","PC_LF","M","2020-01",3,
"NLD","HUR","TOT","PC_LF","M","2020-02",2.9,
"NLD","HUR","TOT","PC_LF","M","2020-03",2.9,
"NLD","HUR","TOT","PC_LF","M","2020-04",3.4,
"NLD","HUR","TOT","PC_LF","M","2020-05",3.6,
"NLD","HUR","TOT","PC_LF","M","2020-06",4.3,
"NLD","HUR","TOT","PC_LF","M","2020-07",4.5,
"NLD","HUR","TOT","PC_LF","M","2020-08",4.6,
"NLD","HUR","TOT","PC_LF","M","2020-09",4.4,
"NLD","HUR","TOT","PC_LF","M","2020-10",4.3,
"NLD","HUR","TOT","PC_LF","M","2020-11",4,
"NLD","HUR","TOT","PC_LF","M","2020-12",3.9,
"NLD","HUR","TOT","PC_LF","M","2021-01",3.6,
"NLD","HUR","TOT","PC_LF","M","2021-02",3.6,
"NLD","HUR","TOT","PC_LF","M","2021-03",3.5,
"NLD","HUR","TOT","PC_LF","M","2021-04",3.4,
"NLD","HUR","TOT","PC_LF","M","2021-05",3.3,
"NLD","HUR","TOT","PC_LF","M","2021-06",3.2,
"NLD","HUR","TOT","PC_LF","M","2021-07",3.1,
"NLD","HUR","TOT","PC_LF","M","2021-08",3.2,
"NLD","HUR","TOT","PC_LF","M","2021-09",3.1,
"NLD","HUR","TOT","PC_LF","M","2021-10",2.9,
"NOR","HUR","TOT","PC_LF","M","2020-01",3.7,
"NOR","HUR","TOT","PC_LF","M","2020-02",3.5,
"NOR","HUR","TOT","PC_LF","M","2020-03",3.6,
"NOR","HUR","TOT","PC_LF","M","2020-04",4.1,
"NOR","HUR","TOT","PC_LF","M","2020-05",4.6,
"NOR","HUR","TOT","PC_LF","M","2020-06",5.2,
"NOR","HUR","TOT","PC_LF","M","2020-07",5.2,
"NOR","HUR","TOT","PC_LF","M","2020-08",5.3,
"NOR","HUR","TOT","PC_LF","M","2020-09",5.1,
"NOR","HUR","TOT","PC_LF","M","2020-10",5.2,
"NOR","HUR","TOT","PC_LF","M","2020-11",5,
"NOR","HUR","TOT","PC_LF","M","2020-12",4.9,
"NOR","HUR","TOT","PC_LF","M","2021-01",4.9,
"NOR","HUR","TOT","PC_LF","M","2021-02",4.7,
"NOR","HUR","TOT","PC_LF","M","2021-03",4.8,
"NOR","HUR","TOT","PC_LF","M","2021-04",5,
"NOR","HUR","TOT","PC_LF","M","2021-05",5,
"NOR","HUR","TOT","PC_LF","M","2021-06",4.9,
"NOR","HUR","TOT","PC_LF","M","2021-07",4.3,
"NOR","HUR","TOT","PC_LF","M","2021-08",4,
"NOR","HUR","TOT","PC_LF","M","2021-09",3.6,
"POL","HUR","TOT","PC_LF","M","2020-01",3,
"POL","HUR","TOT","PC_LF","M","2020-02",3,
"POL","HUR","TOT","PC_LF","M","2020-03",2.9,
